"item_code","Original_crop","Item Group Code","Item Group","Item","Factor","HS Code","HS07 Code","HS12 Code","CPC Code"
"515","Apples",1714,"Crops Primary","Apples",1,NA,"80810","80810","1341"
"515","Apple",1714,"Crops Primary","Apples",1,NA,"80810","80810","1341"
"521","Pears",1714,"Crops Primary","Pears",1,NA,"80820","80830","1342.01"
"523","Quinces",1714,"Crops Primary","Quinces",1,NA,"80820","80840","1342.02"
"526","Dry Apricots",1714,"Crops Primary","Apricots",1,NA,"80910","80910","1343"
"526","Apricots",1714,"Crops Primary","Apricots",1,NA,"80910","80910","1343"
"530","Sour cherries",1714,"Crops Primary","Cherries, sour",1,NA,"80920","80921","1344.01"
"531","Cherries",1714,"Crops Primary","Cherries",1,NA,"80920","80929","1344.02"
"534","Peaches",1714,"Crops Primary","Peaches and nectarines",1,NA,"80930","80930","1345"
"534","Peaches and nectarines",1714,"Crops Primary","Peaches and nectarines",1,NA,"80930","80930","1345"
"536","Plums and sloes",1714,"Crops Primary","Plums and sloes",1,NA,"80940","80940","1346"
"536","Plums Dried (Prunes)",1714,"Crops Primary","Plums and sloes",1,NA,"80940","80940","1346"
"541","Stone fruit; nes",1714,"Crops Primary","Fruit, stone nes",1,NA,"81090","81090","1349.2"
"541","Stone fruit, nes",1714,"Crops Primary","Fruit, stone nes",1,NA,"81090","81090","1349.2"
"541","Fruit, stone nes",1714,"Crops Primary","Fruit, stone nes",1,NA,"81090","81090","1349.2"
"542","Pome fruit; nes",1714,"Crops Primary","Fruit, pome nes",1,NA,"81090","81090","1349.1"
"542","Fruit, pome nes",1714,"Crops Primary","Fruit, pome nes",1,NA,"81090","81090","1349.1"
"544","Strawberries",1714,"Crops Primary","Strawberries",1,NA,"81010","81010","1354"
"547","Raspberries",1714,"Crops Primary","Raspberries",1,NA,"81020","81020","1353.01"
"549","Gooseberries",1714,"Crops Primary","Gooseberries",1,NA,"81090","81030","1351.02"
"550","Currants",1714,"Crops Primary","Currants",1,NA,"81090","81030","1351.01"
"552","Blueberries",1714,"Crops Primary","Blueberries",1,NA,"81040","81040","1355.01"
"554","Cranberries",1714,"Crops Primary","Cranberries",1,NA,"81040","81040","1355.02"
"558","Berries Nes",1714,"Crops Primary","Berries nes",1,NA,"081020, 081040","081020, 081040","1355.9"
"56","Corn",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Corn stover",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Maize stover",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Corn grain",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Popcorn",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Maize",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Grain maize",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","maize",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Corn stover per t of grain",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Sweet corn",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Maize leaf",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Maize grain",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"56","Sweet Corn Frozen",1714,"Crops Primary","Maize",1,NA,"100510, 100590","100510, 100590","112"
"560","Grapes",1714,"Crops Primary","Grapes",1,NA,"80610","80610","1330"
"560","Table grapes",1714,"Crops Primary","Grapes",1,NA,"80610","80610","1330"
"567","Watermelons",1714,"Crops Primary","Watermelons",1,NA,"80711","80711","1221"
"568","Melons, other (inc.cantaloupes)",1714,"Crops Primary","Melons, other (inc.cantaloupes)",1,NA,"80719","80719","1229"
"568","Cantaloupe",1714,"Crops Primary","Melons, other (inc.cantaloupes)",1,NA,"80719","80719","1229"
"569","Figs Dried",1714,"Crops Primary","Figs",1,NA,"80420","80420","1315"
"569","Figs",1714,"Crops Primary","Figs",1,NA,"80420","80420","1315"
"571","Mangoes; mangosteens; guavas",1714,"Crops Primary","Mangoes, mangosteens, guavas",1,NA,"80450","80450","1316"
"571","Guava",1714,"Crops Primary","Mangoes, mangosteens, guavas",1,NA,"80450","80450","1316"
"571","Mangoes, mangosteens, guavas",1714,"Crops Primary","Mangoes, mangosteens, guavas",1,NA,"80450","80450","1316"
"572","Avocados",1714,"Crops Primary","Avocados",1,NA,"80440","80440","1311"
"574","Pineapples",1714,"Crops Primary","Pineapples",1,NA,"80430","80430","1318"
"574","Pineapple",1714,"Crops Primary","Pineapples",1,NA,"80430","80430","1318"
"577","Dates",1714,"Crops Primary","Dates",1,NA,"80410","80410","1314"
"587","Persimmons",1714,"Crops Primary","Persimmons",1,NA,"81090","81070","1359.01"
"591","Cashewapple",1714,"Crops Primary","Cashewapple",1,NA,"81090","81090","1359.02"
"592","Kiwi fruit",1714,"Crops Primary","Kiwi fruit",1,NA,"81050","81050","1352"
"600","Papaya",1714,"Crops Primary","Papayas",1,NA,"80720","80720","1317"
"600","Papayas",1714,"Crops Primary","Papayas",1,NA,"80720","80720","1317"
"603","Fruit, tropical fresh nes",1714,"Crops Primary","Fruit, tropical fresh nes",1,NA,"080450, 081060, 081090","080450, 081060, 081090","1319"
"603","Fruit Tropical Dried Nes",1714,"Crops Primary","Fruit, tropical fresh nes",1,NA,"080450, 081060, 081090","080450, 081060, 081090","1319"
"603","Fruit; tropical fresh nes",1714,"Crops Primary","Fruit, tropical fresh nes",1,NA,"080450, 081060, 081090","080450, 081060, 081090","1319"
"619","Other fruits",1714,"Crops Primary","Fruit, fresh nes",1,NA,"81090","81090","1359.9"
"619","Fruit Fresh Nes",1714,"Crops Primary","Fruit, fresh nes",1,NA,"81090","81090","1359.9"
"619","Fruits other",1714,"Crops Primary","Fruit, fresh nes",1,NA,"81090","81090","1359.9"
"619","Fruit crops",1714,"Crops Primary","Fruit, fresh nes",1,NA,"81090","81090","1359.9"
"619","Fruit, fresh nes",1714,"Crops Primary","Fruit, fresh nes",1,NA,"81090","81090","1359.9"
"619","Sapota",1714,"Crops Primary","Fruit, fresh nes",1,NA,"81090","81090","1359.9"
"656","Coffee arabica",1714,"Crops Primary","Coffee, green",1,NA,"90111","90111","1610"
"656","Coffee, green",1714,"Crops Primary","Coffee, green",1,NA,"90111","90111","1610"
"656","Coffee",1714,"Crops Primary","Coffee, green",1,NA,"90111","90111","1610"
"661","Cocoa beans",1714,"Crops Primary","Cocoa, beans",1,NA,"180100","180100","1640"
"661","Cocoa, beans",1714,"Crops Primary","Cocoa, beans",1,NA,"180100","180100","1640"
"667","Tea",1714,"Crops Primary","Tea",1,NA,"090210, 090220, 090230, 090240","090210, 090220, 090230, 090240","1620"
"667","Extracts Tea, Mate, Prep",1714,"Crops Primary","Tea",1,NA,"090210, 090220, 090230, 090240","090210, 090220, 090230, 090240","1620"
"677","Hops",1714,"Crops Primary","Hops",1,NA,"121010, 121020","121010, 121020","1659"
"687","Pepper (piper spp.)",1714,"Crops Primary","Pepper (piper spp.)",1,NA,"090411, 090412","090411, 090412","1651"
"687","Pepper (Piper spp.)",1714,"Crops Primary","Pepper (piper spp.)",1,NA,"090411, 090412","090411, 090412","1651"
"689","Chillies and peppers; dry",1714,"Crops Primary","Chillies and peppers, dry",1,NA,"90420","090421, 090422","1652"
"689","Chillies and peppers, dry",1714,"Crops Primary","Chillies and peppers, dry",1,NA,"90420","090421, 090422","1652"
"692","Vanilla",1714,"Crops Primary","Vanilla",1,NA,"90500","090510, 090520","1658"
"693","Cinnamon (canella)",1714,"Crops Primary","Cinnamon (cannella)",1,NA,"090611, 090619, 090620","090611, 090619, 090620","1655"
"698","Cloves",1714,"Crops Primary","Cloves",1,NA,"90700","090710, 090720","1656"
"702","Nutmeg; mace and cardamoms",1714,"Crops Primary","Nutmeg, mace and cardamoms",1,NA,"090810, 090820, 090830","090811, 090812, 090821, 090822, 090831, 090832","1653"
"702","Nutmeg, mace and cardamoms",1714,"Crops Primary","Nutmeg, mace and cardamoms",1,NA,"090810, 090820, 090830","090811, 090812, 090821, 090822, 090831, 090832","1653"
"71","Rye grain",1714,"Crops Primary","Rye",1,NA,"100200","100210, 100290","116"
"71","Rye",1714,"Crops Primary","Rye",1,NA,"100200","100210, 100290","116"
"711","Anise; badian; fennel; corian.",1714,"Crops Primary","Anise, badian, fennel, coriander",1,NA,"090910, 090920, 090930, 090940, 090950","090921, 090922, 090931, 090932, 090961, 090962","1654"
"711","Anise, badian, fennel, coriander",1714,"Crops Primary","Anise, badian, fennel, coriander",1,NA,"090910, 090920, 090930, 090940, 090950","090921, 090922, 090931, 090932, 090961, 090962","1654"
"711","Anise, badian, fennel, corian.",1714,"Crops Primary","Anise, badian, fennel, coriander",1,NA,"090910, 090920, 090930, 090940, 090950","090921, 090922, 090931, 090932, 090961, 090962","1654"
"720","Ginger",1714,"Crops Primary","Ginger",1,NA,"91010","091011, 091012","1657"
"723","Spices, nes",1714,"Crops Primary","Spices nes",1,NA,"091020, 091030, 091091, 091099","091020, 091030, 091091, 091099","1699"
"748","Peppermint",1714,"Crops Primary","Peppermint",1,NA,"121190","121190","1930.01"
"75","Oat straw",1714,"Crops Primary","Oats",1,NA,"100400","100410, 100490","117"
"75","Oat",1714,"Crops Primary","Oats",1,NA,"100400","100410, 100490","117"
"75","Oat haylage (40% dm)",1714,"Crops Primary","Oats",1,NA,"100400","100410, 100490","117"
"75","Oat grain",1714,"Crops Primary","Oats",1,NA,"100400","100410, 100490","117"
"75","Oats",1714,"Crops Primary","Oats",1,NA,"100400","100410, 100490","117"
"75","Oats Rolled",1714,"Crops Primary","Oats",1,NA,"100400","100410, 100490","117"
"75","Oat straw per t of grain",1714,"Crops Primary","Oats",1,NA,"100400","100410, 100490","117"
"754","Pyrethrum,Dried",1714,"Crops Primary","Pyrethrum, dried",1,NA,"121190","121190","1930.02"
"754","Pyrethrum;Dried",1714,"Crops Primary","Pyrethrum, dried",1,NA,"121190","121190","1930.02"
"754","Pyrethrum, dried",1714,"Crops Primary","Pyrethrum, dried",1,NA,"121190","121190","1930.02"
"773","Flax and hemp",1714,"Crops Primary","Flax fibre and tow",1,NA,"530121, 530129","530121, 530129","26190.01"
"773","Flax straw",1714,"Crops Primary","Flax fibre and tow",1,NA,"530121, 530129","530121, 530129","26190.01"
"773","Flax Tow Waste",1714,"Crops Primary","Flax fibre and tow",1,NA,"530121, 530129","530121, 530129","26190.01"
"773","Flax Fibre Raw",1714,"Crops Primary","Flax fibre and tow",1,NA,"530121, 530129","530121, 530129","26190.01"
"773","Flax",1714,"Crops Primary","Flax fibre and tow",1,NA,"530121, 530129","530121, 530129","26190.01"
"773","Flax fibre and tow",1714,"Crops Primary","Flax fibre and tow",1,NA,"530121, 530129","530121, 530129","26190.01"
"777","Hemp Tow Waste",1714,"Crops Primary","Hemp tow waste",1,NA,"530210, 530290","530210, 530290","1929.02"
"777","Hemp tow waste",1714,"Crops Primary","Hemp tow waste",1,NA,"530210, 530290","530210, 530290","1929.02"
"780","Jute olitorious",1714,"Crops Primary","Jute",1,NA,"530310, 530390","530310, 530390","1922.01"
"780","Jute capsularis",1714,"Crops Primary","Jute",1,NA,"530310, 530390","530310, 530390","1922.01"
"780","Jute",1714,"Crops Primary","Jute",1,NA,"530310, 530390","530310, 530390","1922.01"
"782","Other Bastfibres",1714,"Crops Primary","Bastfibres, other",1,NA,"530310, 530390","530310, 530390","1922.02"
"782","Bastfibres, other",1714,"Crops Primary","Bastfibres, other",1,NA,"530310, 530390","530310, 530390","1922.02"
"788","Ramie",1714,"Crops Primary","Ramie",1,NA,"530500","530500","1929.04"
"789","Sisal",1714,"Crops Primary","Sisal",1,NA,"530500","530500","1929.05"
"79","Pearlmillet",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Small millet residue",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Finger millet residue",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Finger millet",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Pearl millet residue",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Millet grain",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Fingermillet",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Millet",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Pearl millet",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Millet straw",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"79","Pearl Millet",1714,"Crops Primary","Millet",1,NA,"100820","100821, 100829","118"
"800","Agave fibres nes",1714,"Crops Primary","Agave fibres nes",1,NA,"530500","530500","1929.06"
"809","Manila fibre (abaca)",1714,"Crops Primary","Manila fibre (abaca)",1,NA,"530500","530500","1929.07"
"809","Manila Fibre (Abaca)",1714,"Crops Primary","Manila fibre (abaca)",1,NA,"530500","530500","1929.07"
"821","Fibre Crops Nes",1714,"Crops Primary","Fibre crops nes",1,NA,"530500","530500","1929.9"
"821","Fiber crops",1714,"Crops Primary","Fibre crops nes",1,NA,"530500","530500","1929.9"
"821","Fibre crops nes",1714,"Crops Primary","Fibre crops nes",1,NA,"530500","530500","1929.9"
"826","Tobacco leaves",1714,"Crops Primary","Tobacco, unmanufactured",1,NA,"240110, 240120, 240130","240110, 240120, 240130","1970"
"826","Tobacco, flue-cured",1714,"Crops Primary","Tobacco, unmanufactured",1,NA,"240110, 240120, 240130","240110, 240120, 240130","1970"
"826","Tobacco, unmanufactured",1714,"Crops Primary","Tobacco, unmanufactured",1,NA,"240110, 240120, 240130","240110, 240120, 240130","1970"
"826","Tobacco",1714,"Crops Primary","Tobacco, unmanufactured",1,NA,"240110, 240120, 240130","240110, 240120, 240130","1970"
"83","Sorghum grain",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Sorghum stover",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Sorghum-sudan (50% dm)",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Sorghum sudan",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Sorghum Sudan",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Sorghum stover per t of grain",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Sorghum-sudan  (DM)",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Sorghum-29",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Sorghum",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"83","Forage sorghum (30% dm)",1714,"Crops Primary","Sorghum",1,NA,"100700","100710, 100790","114"
"836","Rubber Nat Dry",1714,"Crops Primary","Rubber, natural",1,NA,"400110","400110","1950.01"
"836","Rubber, natural",1714,"Crops Primary","Rubber, natural",1,NA,"400110","400110","1950.01"
"836","Rubber",1714,"Crops Primary","Rubber, natural",1,NA,"400110","400110","1950.01"
"839","Gums Natural",1714,"Crops Primary","Gums, natural",1,NA,"400130","400130","3211"
"89","Buckwheat",1714,"Crops Primary","Buckwheat",1,NA,"100810","100810","1192"
"92","Quinoa",1714,"Crops Primary","Quinoa",1,NA,"100890","100850","1194"
"94","Fonio",1714,"Crops Primary","Fonio",1,NA,"100890","100840","1193"
"97","Triticale",1714,"Crops Primary","Triticale",1,NA,"100890","100860","1191"
