Region,Original_crop,Crop_scientific_name,Crop_component,Variable,Units,Value,Primary_reference_of_dataset,Reference_where_data_were_collated,Website_of_source_of_collated_data,Table_in_reference,,,,,,,,,,,,
World,Soybean,Glycine max,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,5.697151424,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Peanut,Arachis hypogaea,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,4.047976012,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Mean for legumes,,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,4.347826087,,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Cotton,Gossypium hirsutum,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,3.748125937,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Safflower,Carthamus tinctorius,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,2.098950525,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sunflower,Helianthus annus,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,2.99850075,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Flax,Linum usitatissum,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,3.898050975,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Hemp,Cannabis sativa,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,4.347826087,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Canola,Brassica napus,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,3.448275862,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sesame,Sesamum indicum,Crop_products,Percentage_dry_matter_as_nitrogen,Percentage,2.99850075,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Barley,Hordeum vulgare,Crop_products,Percentage_dry_matter_as_lipid,Percentage,1,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Rice,Oryza sativa,Crop_products,Percentage_dry_matter_as_lipid,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Rye,Secale cereale,Crop_products,Percentage_dry_matter_as_lipid,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Wheat,Triticum esculentum,Crop_products,Percentage_dry_matter_as_lipid,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Oat,Avena sativa,Crop_products,Percentage_dry_matter_as_lipid,Percentage,5,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Mean for C3 cereals,,Crop_products,Percentage_dry_matter_as_lipid,Percentage,2.4,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sorghum,Sorghum vulgare,Crop_products,Percentage_dry_matter_as_lipid,Percentage,4,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Popcorn,Zea mays praecox,Crop_products,Percentage_dry_matter_as_lipid,Percentage,5,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Corn,Zea  mays,Crop_products,Percentage_dry_matter_as_lipid,Percentage,5,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Mean for C4 cereals,,Crop_products,Percentage_dry_matter_as_lipid,Percentage,4.7,,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,"Bean, lima",Phaseolus vulgaris,Crop_products,Percentage_dry_matter_as_lipid,Percentage,1.8,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Chickpea,Cicer arietinum—kabuli,Crop_products,Percentage_dry_matter_as_lipid,Percentage,3.8,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Cowpea,Vigna unguiculata,Crop_products,Percentage_dry_matter_as_lipid,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Faba bean,Vicia faba,Crop_products,Percentage_dry_matter_as_lipid,Percentage,1.2,Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Field pea,Pisum sativum,Crop_products,Percentage_dry_matter_as_lipid,Percentage,1.6,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Pigeon pea,Cajanus cajan,Crop_products,Percentage_dry_matter_as_lipid,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Chickpea,Cicer arietinum—desi,Crop_products,Percentage_dry_matter_as_lipid,Percentage,5,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,"Bean, mung",Phaseolus aureus,Crop_products,Percentage_dry_matter_as_lipid,Percentage,4.5,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lentil,Lens culinaris,Crop_products,Percentage_dry_matter_as_lipid,Percentage,5,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lupin,Lupinus angustifolius,Crop_products,Percentage_dry_matter_as_lipid,Percentage,5.5,"Perry et al.
(1986) and  Petterson and Mackintosh (1994)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lupin,Lupinus cosentinii,Crop_products,Percentage_dry_matter_as_lipid,Percentage,4,"Perry et al.
(1986)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Vetch,Vicia sativa,Crop_products,Percentage_dry_matter_as_lipid,Percentage,9,Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lupin,Lupinus albus,Crop_products,Percentage_dry_matter_as_lipid,Percentage,9.2,"Perry et al.
(1986) and  Petterson and Mackintosh (1994)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lupin,Lupinus luteus,Crop_products,Percentage_dry_matter_as_lipid,Percentage,5,"Perry et al.
(1986)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Soybean,Glycine max,Crop_products,Percentage_dry_matter_as_lipid,Percentage,20,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Peanut,Arachis hypogaea,Crop_products,Percentage_dry_matter_as_lipid,Percentage,45,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Mean for legumes,,Crop_products,Percentage_dry_matter_as_lipid,Percentage,7.8,,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Cotton,Gossypium hirsutum,Crop_products,Percentage_dry_matter_as_lipid,Percentage,25,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Safflower,Carthamus tinctorius,Crop_products,Percentage_dry_matter_as_lipid,Percentage,33,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sunflower,Helianthus annus,Crop_products,Percentage_dry_matter_as_lipid,Percentage,29,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Flax,Linum usitatissum,Crop_products,Percentage_dry_matter_as_lipid,Percentage,38,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Hemp,Cannabis sativa,Crop_products,Percentage_dry_matter_as_lipid,Percentage,41,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Canola,Brassica napus,Crop_products,Percentage_dry_matter_as_lipid,Percentage,48,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sesame,Sesamum indicum,Crop_products,Percentage_dry_matter_as_lipid,Percentage,54,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Barley,Hordeum vulgare,Crop_products,Percentage_dry_matter_as_ash,Percentage,4,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Rice,Oryza sativa,Crop_products,Percentage_dry_matter_as_ash,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Rye,Secale cereale,Crop_products,Percentage_dry_matter_as_ash,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Wheat,Triticum esculentum,Crop_products,Percentage_dry_matter_as_ash,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Oat,Avena sativa,Crop_products,Percentage_dry_matter_as_ash,Percentage,5,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Mean for C3 cereals,,Crop_products,Percentage_dry_matter_as_ash,Percentage,3,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sorghum,Sorghum vulgare,Crop_products,Percentage_dry_matter_as_ash,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Popcorn,Zea mays praecox,Crop_products,Percentage_dry_matter_as_ash,Percentage,2,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Corn,Zea  mays,Crop_products,Percentage_dry_matter_as_ash,Percentage,4,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Mean for C4 cereals,,Crop_products,Percentage_dry_matter_as_ash,Percentage,2.7,,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,"Bean, lima",Phaseolus vulgaris,Crop_products,Percentage_dry_matter_as_ash,Percentage,3.9,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Chickpea,Cicer arietinum—kabuli,Crop_products,Percentage_dry_matter_as_ash,Percentage,2.6,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Cowpea,Vigna unguiculata,Crop_products,Percentage_dry_matter_as_ash,Percentage,3,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Faba bean,Vicia faba,Crop_products,Percentage_dry_matter_as_ash,Percentage,2.7,Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Field pea,Pisum sativum,Crop_products,Percentage_dry_matter_as_ash,Percentage,2.8,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Pigeon pea,Cajanus cajan,Crop_products,Percentage_dry_matter_as_ash,Percentage,4,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Chickpea,Cicer arietinum—desi,Crop_products,Percentage_dry_matter_as_ash,Percentage,2.7,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,"Bean, mung",Phaseolus aureus,Crop_products,Percentage_dry_matter_as_ash,Percentage,3.8,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lentil,Lens culinaris,Crop_products,Percentage_dry_matter_as_ash,Percentage,3.1,Sinclair and De Wit (1975) and Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lupin,Lupinus angustifolius,Crop_products,Percentage_dry_matter_as_ash,Percentage,2.9,"Perry et al.
(1986) and  Petterson and Mackintosh (1994)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lupin,Lupinus cosentinii,Crop_products,Percentage_dry_matter_as_ash,Percentage,3,"Perry et al.
(1986)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Vetch,Vicia sativa,Crop_products,Percentage_dry_matter_as_ash,Percentage,2.5,Petterson and Mackintosh (1994),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lupin,Lupinus albus,Crop_products,Percentage_dry_matter_as_ash,Percentage,3.2,"Perry et al.
(1986) and  Petterson and Mackintosh (1994)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Lupin,Lupinus luteus,Crop_products,Percentage_dry_matter_as_ash,Percentage,4,"Perry et al.
(1986)","Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Soybean,Glycine max,Crop_products,Percentage_dry_matter_as_ash,Percentage,4,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Peanut,Arachis hypogaea,Crop_products,Percentage_dry_matter_as_ash,Percentage,3,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Mean for legumes,,Crop_products,Percentage_dry_matter_as_ash,Percentage,32,,"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Cotton,Gossypium hirsutum,Crop_products,Percentage_dry_matter_as_ash,Percentage,3,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Safflower,Carthamus tinctorius,Crop_products,Percentage_dry_matter_as_ash,Percentage,3,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
World,Sunflower,Helianthus annus,Crop_products,Percentage_dry_matter_as_ash,Percentage,3,Sinclair and De Wit (1975),"Unkovich et al (2010) A review of biological yield and harvest index in Australian field crops, Advances in Agronomy, DOI: 10.1016/S0065-2113(10)05005-4",https://www.sciencedirect.com/science/article/abs/pii/S0065211310050054?via%3Dihub,Table 1,,,,,,,,,,,,
